platform,classid,classname,finishnum,studynum,school,schoolshort
www.icourse163.org,1001929009,微积分（三）,,14986,电子科技大学,UESTC
www.icourse163.org,1002255002,微软人工智能 - 深度学习框架和工具,,19696,微软,MSRA
www.icourse163.org,1002535019,电磁场与电磁波,,9108,北京交通大学,NJTU
www.icourse163.org,481002,概率论与数理统计,,55920,同济大学,TONGJI
www.icourse163.org,1001745011,新科学家英语：演讲与写作,,77410,哈尔滨工业大学,HIT
www.icourse163.org,1002531015,生活中的DNA科学,,9101,西南大学,SWU
www.icourse163.org,1002608044,美国诺奖作家经典赏析,,9097,厦门大学,XMU
www.icourse163.org,1002529002,计算概论与程序设计基础,,9096,北京大学,PKU
www.icourse163.org,1002081006,人体解剖学,,26587,南昌大学,NCU
www.icourse163.org,1001527001,计算机组成原理（下）,,51653,哈尔滨工业大学,HIT
www.icourse163.org,1002477004,英国文学导读,,9029,华中农业大学,HZAU
www.icourse163.org,21012,分子生物学,,60586,武汉大学,WHU
www.icourse163.org,1002267006,电机学,,21257,哈尔滨工业大学,HIT
www.icourse163.org,1001617002,高等数学—微积分CAP,,80667,山东大学,SDU
www.icourse163.org,1001531001,自动控制原理,,71145,华中科技大学,HUST
www.icourse163.org,1001692002,广告创意学,,68720,湖南大学,HNU
www.icourse163.org,1002187001,线性代数,,19974,华中农业大学,HZAU
www.icourse163.org,1001779003,“互联网+”管理学,,40254,渤海大学,BHU
www.icourse163.org,1001639009,微积分导论(一),,25675,台湾新竹“清华大学”,NTHU
www.icourse163.org,1002329023,高等数学（一）,,30495,华中农业大学,HZAU
www.icourse163.org,1001759007,财务报表编制,,63479,福州大学,FZU
www.icourse163.org,1002027004,轻松学统计,,35827,江西财经大学,JXUFE
www.icourse163.org,236004,C程序设计,,62481,西北工业大学,NWPU
www.icourse163.org,1002193001,大学物理专题：质点力学、刚体与流体、电磁学、相对论,,9653,东南大学,SEU
www.icourse163.org,1002201007,eye我所爱——呵护你的眼,,30099,四川大学,SCU
www.icourse163.org,1002530018,莎士比亚戏剧赏析,,9541,北京师范大学,BNU
www.icourse163.org,1001655006,数据库系统概论（高级篇）,,44444,中国人民大学,RUC
www.icourse163.org,1002081005,英语有效表达：语言、修辞与逻辑,,28923,电子科技大学,UESTC
www.icourse163.org,1002701018,会计学基础,,9513,北京大学,PKU
www.icourse163.org,416001,微软亚洲研究院大数据系列讲座,,38389,微软,MSRA
www.icourse163.org,1002601030,大学英语综合教程（初级）,,9506,华中农业大学,HZAU
www.icourse163.org,1001727012,植物学,,45300,华中农业大学,HZAU
www.icourse163.org,1001516001,有机化学,,35121,华中农业大学,HZAU
www.icourse163.org,1001690001,世界华文文学经典欣赏,,63575,武汉大学,WHU
www.icourse163.org,1002535012,微观经济学,,8969,西南交通大学,SWJTU
www.icourse163.org,1001647001,微机原理与接口技术,,49485,西安交通大学,XJTU
www.icourse163.org,89002,VisualBasic.NET程序设计,,12462,同济大学,TONGJI
www.icourse163.org,1002533006,会计学基础,,8928,哈尔滨工业大学,HIT
www.icourse163.org,56001,程序设计基础,,81835,哈尔滨工业大学,HIT
www.icourse163.org,500002,电路分析基础,,67177,电子科技大学,UESTC
www.icourse163.org,33001,大学语文,,125840,东南大学,SEU
www.icourse163.org,1001962032,材料力学,,31477,大连理工大学,DLUT
www.icourse163.org,1002603073,中国近现代史纲要,,8710,浙江理工大学,ZSTU
www.icourse163.org,1001675008,大学物理4：光学,,18547,同济大学,TONGJI
www.icourse163.org,1002472003,风景素描,,8644,华中农业大学,HZAU
www.icourse163.org,94003,当代青年心理学(三)青年自我意识篇,,42682,西南交通大学,SWJTU
www.icourse163.org,1002531002,社会调查与研究方法,,8598,北京大学,PKU
www.icourse163.org,495004,世界优秀影片赏析,,186654,中国海洋大学,OUC
www.icourse163.org,448001,冷战史专题,,56881,华东师范大学,ECNU
www.icourse163.org,1002084008,脑洞大开背后的创新方法,,17004,大连理工大学,DLUT
www.icourse163.org,1002268006,离散数学,,22325,电子科技大学,UESTC
www.icourse163.org,437005,医学生理学,,72876,山东大学,SDU
www.icourse163.org,1002014003,《红楼梦》的空间艺术,,29525,暨南大学,JNU
www.icourse163.org,1001672011,大学物理5：量子物理,,20563,同济大学,TONGJI
www.icourse163.org,1002128009,领导力与团队管理,,8532,电子科技大学,UESTC
www.icourse163.org,1001998009,电工学,,35858,哈尔滨工业大学,HIT
www.icourse163.org,1001998008,电路（上）,,41429,哈尔滨工业大学,HIT
www.icourse163.org,47012,管理运筹学,,126158,北京理工大学,BIT
www.icourse163.org,1001717004,中国近现代史纲要,,68232,武汉大学,WHU
www.icourse163.org,207002,微积分（二）,,49441,哈尔滨工业大学,HIT
www.icourse163.org,1002080018,微机原理与接口技术,,20596,北京交通大学,NJTU
www.icourse163.org,1001967006,人文飘香：静思茶道,,8410,慈济大学,TCU
www.icourse163.org,1001595002,机械设计基础,,34928,西安交通大学,XJTU
www.icourse163.org,1001543001,VisualBasic6.0程序设计,,45446,同济大学,TONGJI
www.icourse163.org,1001694005,运筹学,,36848,中国人民解放军陆军工程大学,PAEU
www.icourse163.org,24002,古文字学,,133340,武汉大学,WHU
www.icourse163.org,20020,大学物理—电磁学,,62724,北京理工大学,BIT
www.icourse163.org,1001597002,中国传统文化,,38998,西安交通大学,XJTU
www.icourse163.org,204001,信号与系统,,62018,东南大学,SEU
www.icourse163.org,1002225001,改善深层神经网络：超参数调试、正则化以及优化,,8275,deeplearning.ai,DA
www.icourse163.org,1002008001,大学生性健康修养,,19239,山东大学,SDU
www.icourse163.org,47016,机械原理,,36625,北京理工大学,BIT
www.icourse163.org,1002535014,市场营销学,,8266,西南交通大学,SWJTU
www.icourse163.org,93002,当代青年心理学(二)青年身心发展篇,,26175,西南交通大学,SWJTU
www.icourse163.org,1001590004,概率论与数理统计,,37850,电子科技大学,UESTC
www.icourse163.org,1001638002,线性代数,,48775,东北大学,NEU
www.icourse163.org,1001980005,儿科学,,35517,复旦大学,FUDAN
www.icourse163.org,1001615007,微积分CAP,,51008,同济大学,TONGJI
www.icourse163.org,1001673004,大学物理实验,,23570,国防科技大学,NUDT
www.icourse163.org,1001769008,老子的人生智慧,,72111,东北大学,NEU
www.icourse163.org,1001634006,数学分析（四）,,28383,华东师范大学,ECNU
www.icourse163.org,1002423003,教学动画制作与实战,,8106,广西师范学院,gxtc
www.icourse163.org,9002,文献管理与信息分析,,80912,中国科学技术大学,USTC
www.icourse163.org,1002332024,数学分析（六）,,8063,华东师范大学,ECNU
www.icourse163.org,136001,新媒体素养,,75651,中山大学,SYSU
www.icourse163.org,1001764001,市场营销学,,67702,福州大学,FZU
www.icourse163.org,1002338005,中医养生与亚健康防治,,30093,暨南大学,JNU
www.icourse163.org,1002485006,新大学英语·阅读与思辨（下）,,8012,重庆大学,CQU
www.icourse163.org,1001737032,走进创业,,47302,南京大学,NJU
www.icourse163.org,1001639001,英语语言学概论,,40396,东北大学,NEU
www.icourse163.org,1002533025,中级会计学,,7943,中南财经政法大学,ZNUEDU
www.icourse163.org,88002,电工学,,81975,同济大学,TONGJI
www.icourse163.org,1001962031,中级财务会计（二）,,39037,哈尔滨工业大学,HIT
www.icourse163.org,1001540001,计算机网络技术,,74842,吉林大学,JLU
www.icourse163.org,1001624002,营养与健康,,64539,南京大学,NJU
www.icourse163.org,387004,针灸学导论,,78062,北京中医药大学,BUCM
www.icourse163.org,1001533003,佛教文化,,76284,武汉大学,WHU
www.icourse163.org,45007,大学物理4：光学、近代物理,,27909,同济大学,TONGJI
www.icourse163.org,1002541001,线性代数,,7876,厦门大学,XMU
www.icourse163.org,1002080015,中国税制,,20704,中南财经政法大学,ZNUEDU
www.icourse163.org,1001545004,管理学,,72717,电子科技大学,UESTC
www.icourse163.org,88003,外科手术技能教学,,73684,同济大学,TONGJI
www.icourse163.org,1002484006,高等数学（二）,,7801,华中农业大学,HZAU
www.icourse163.org,1002146004,市场营销,,25826,四川大学,SCU
www.icourse163.org,88009,风景园林景观设计原理,,73433,同济大学,TONGJI
www.icourse163.org,1001960018,模拟电子电路与技术基础,,32995,西安电子科技大学,XIDIAN
www.icourse163.org,1001907001,生物信息学,,21879,山东大学,SDU
www.icourse163.org,315001,网络技术与应用,,52503,中国人民解放军陆军工程大学,PAEU
www.icourse163.org,1001754173,中国古典诗文朗诵与吟诵,,19415,江苏师范大学,XZNU
www.icourse163.org,495006,《世说新语》的国学密码解析,,45207,中国海洋大学,OUC
www.icourse163.org,1002011030,创业计划,,22744,江苏大学,UJS
www.icourse163.org,1001571006,理解马克思,,45931,南京大学,NJU
www.icourse163.org,1002534011,管理学原理,,7690,暨南大学,JNU
www.icourse163.org,53001,城市总体规划,,59624,同济大学,TONGJI
www.icourse163.org,1002208026,综合能力训练（ERP模拟经营沙盘）,,15627,西南财经大学,SWUFE
www.icourse163.org,1002580004,C语言程序设计,,7660,福建师范大学,FJNU
www.icourse163.org,1001656002,电路分析基础,,72779,南京邮电大学,NJUPT
www.icourse163.org,1002488005,C语言程序设计(上)CAP,,7609,北京理工大学,BIT
www.icourse163.org,1002533015,新生儿科学,,7593,西安交通大学,XJTU
www.icourse163.org,1001871001,Python科学计算三维可视化,,45764,北京理工大学,BIT
www.icourse163.org,1001596005,系统工程,,12835,西安交通大学,XJTU
www.icourse163.org,1001572001,高等数学习题课（二）,,40157,哈尔滨工业大学,HIT
www.icourse163.org,236010,数字信号处理,,43351,电子科技大学,UESTC
www.icourse163.org,1002202006,公司法,,17265,四川大学,SCU
www.icourse163.org,1001691003,结构力学,,42487,重庆大学,CQU
www.icourse163.org,1002554004,高等代数（下）,,7464,厦门大学,XMU
www.icourse163.org,20007,机械原理,,71707,西北工业大学,NWPU
www.icourse163.org,1002703026,儒家经典文献导读,,7451,北京师范大学,BNU
www.icourse163.org,1002530009,巴蜀文化,,7450,四川大学,SCU
www.icourse163.org,1002449001,MOOC大家谈,,7386,爱课程,icourse
www.icourse163.org,1001662021,大学英语综合课程（二）,,33464,国防科技大学,NUDT
www.icourse163.org,1001709017,经济学,,46248,电子科技大学,UESTC
www.icourse163.org,1002485003,新大学英语·阅读与思辨（上）,,7367,重庆大学,CQU
www.icourse163.org,154003,大学物理(力学、振动和波、相对论),,20865,哈尔滨工业大学,HIT
www.icourse163.org,1002471003,美术鉴赏——中国传统绘画鉴赏,,7345,华中农业大学,HZAU
www.icourse163.org,1001593008,大学物理——机械振动、波和波动光学,,22389,西安交通大学,XJTU
www.icourse163.org,1001986002,android智能手机编程,,16719,国家开放大学,TOUC
www.icourse163.org,1001780002,用药快餐车,,7264,台北医学大学,TMU
www.icourse163.org,1001590002,大学化学(上),,28595,中南大学,CSU
www.icourse163.org,1001765007,书法学堂,,14247,福建农林大学,FAFU
www.icourse163.org,1001563013,西方文学经典鉴赏,,77402,北京师范大学,BNU
www.icourse163.org,1002477002,好玩的广告学,,7210,宁波大学,NBU
www.icourse163.org,1002127006,大学生心理健康教育,,15782,河南经贸职业学院,HNJMXY
www.icourse163.org,24007,解剖与临床,,93651,武汉大学,WHU
www.icourse163.org,1002338003,营销管理,,7140,电子科技大学,UESTC
www.icourse163.org,1002224002,《文心雕龙》导读,,16323,山东大学,SDU
www.icourse163.org,46005,机械制图及数字化表达,,40459,北京理工大学,BIT
www.icourse163.org,1001514008,太极拳文化与功法习练,,42406,武汉理工大学,WHUT
www.icourse163.org,1002529013,中级宏观经济学,,7097,西南财经大学,SWUFE
www.icourse163.org,1001511012,比较文学,,31443,华中师范大学,CCNU
www.icourse163.org,1001918002,中学语文名篇选讲,,10016,福建师范大学,FJNU
www.icourse163.org,1001617003,大学计算机基础CAP,,45119,中国农业大学,CAU
www.icourse163.org,1001812013,软件工程,,32334,东北大学,NEU
www.icourse163.org,1002226001,结构化机器学习项目,,7029,deeplearning.ai,DA
www.icourse163.org,359002,计算机原理,,48965,国防科技大学,NUDT
www.icourse163.org,1002578004,组织行为与领导力,,7013,华侨大学,HQU
www.icourse163.org,410003,结构力学（一）,,52411,西南交通大学,SWJTU
www.icourse163.org,1001752018,茶叶品鉴艺术,,7901,南京农业大学,NJAU
www.icourse163.org,1002146003,民法与生活,,14221,暨南大学,JNU
www.icourse163.org,1002084010,电路,,14826,北京交通大学,NJTU
www.icourse163.org,1002250016,创造性心理学,,18202,北京师范大学,BNU
www.icourse163.org,44001,有机化学（上）,,58147,大连理工大学,DLUT
www.icourse163.org,1002528015,工程图学,,6914,上海交通大学,SJTU
www.icourse163.org,316006,通信原理,,57144,国防科技大学,NUDT
www.icourse163.org,1001549001,传感器技术,,51290,武汉大学,WHU
www.icourse163.org,1002529010,管理沟通,,6883,西南交通大学,SWJTU
www.icourse163.org,1002339009,理性色彩 智慧人生,,6864,暨南大学,JNU
www.icourse163.org,1001805015,文学经典导读,,55449,东北师范大学,NENU
www.icourse163.org,1001717005,思想道德修养与法律基础,,73401,武汉大学,WHU
www.icourse163.org,409004,从大学生到经理人的36项修炼,,114885,西南交通大学,SWJTU
www.icourse163.org,1001627002,地理信息系统概论,,25925,中山大学,SYSU
www.icourse163.org,1001755117,云计算技术与应用,,10832,河海大学,HHU
www.icourse163.org,433001,“二十一世纪的计算”学术研讨会,,6792,微软,MSRA
www.icourse163.org,1001936003,信息素养通识教程：数字化生存的必修课,,14732,中山大学,SYSU
www.icourse163.org,1002193002,数学竞赛选讲,,13332,山东大学,SDU
www.icourse163.org,1002534008,中国文化英语讲,,6774,东北大学,NEU
www.icourse163.org,1002083016,交通运输概论,,6768,北京交通大学,NJTU
www.icourse163.org,20011,中国文化概论,,137714,武汉大学,WHU
www.icourse163.org,1001939003,运动与健康,,24854,湖北大学,HUBU
www.icourse163.org,1001756009,大学语文,,36234,西北大学,NWU
www.icourse163.org,1002525019,电路分析基础,,6714,西安电子科技大学,XIDIAN
www.icourse163.org,1001966042,大学物理专题：振动与波、光学、热学、量子物理,,6711,东南大学,SEU
www.icourse163.org,1001686003,概率论与数理统计,,30198,重庆大学,CQU
www.icourse163.org,1001755354,中医内科学,,9088,南京中医药大学,NJUTCM
www.icourse163.org,21006,中国诗歌艺术,,54200,四川大学,SCU
www.icourse163.org,1002043010,流体力学,,19345,大连理工大学,DLUT
www.icourse163.org,1002246017,基于Java的面向对象编程范式,,12035,南京大学,NJU
www.icourse163.org,1002530014,财政学,,6668,西南财经大学,SWUFE
www.icourse163.org,1001773005,微生物学,,24879,厦门大学,XMU
www.icourse163.org,1001917001,大学物理—力学、振动与波动,,23131,大连理工大学,DLUT
www.icourse163.org,1002257003,微软人工智能 - 数据分析平台,,14569,微软,MSRA
www.icourse163.org,1002423002,教师职业道德,,6600,成都学院,CDU
www.icourse163.org,1001691002,普通物理,,29890,同济大学,TONGJI
www.icourse163.org,1001615001,线性代数与空间解析几何CAP,,41610,电子科技大学,UESTC
www.icourse163.org,1002527016,人体解剖生理学,,6580,西北工业大学,NWPU
www.icourse163.org,1002104012,F3：财务会计,,20954,西安交通大学,XJTU
www.icourse163.org,20006,局部解剖学,,88427,山东大学,SDU
www.icourse163.org,1001967032,中国文化与当代中国,,12142,南京大学,NJU
www.icourse163.org,1002083012,新型陶瓷材料与商业应用,,10896,福州大学,FZU
www.icourse163.org,1001551010,电子技术实验基础（一：电路分析),,31693,电子科技大学,UESTC
www.icourse163.org,1002056012,中国税制,,33557,江西财经大学,JXUFE
www.icourse163.org,1001517001,现代教育技术,,35643,陕西师范大学,SNNU
www.icourse163.org,1002597010,中国古代音乐史,,6410,中央音乐学院,CCOM
www.icourse163.org,168004,高速铁路桥梁与隧道工程,,11942,西南交通大学,SWJTU
www.icourse163.org,1001554030,数据库系统（中）：建模与设计,,41978,哈尔滨工业大学,HIT
www.icourse163.org,1001703008,视觉保健康复技术,,33945,金陵科技学院,JIT
www.icourse163.org,1002580007,创意逐格动画,,6381,华中农业大学,HZAU
www.icourse163.org,1002339008,风险投资与创业融资,,18556,电子科技大学,UESTC
www.icourse163.org,305001,材料力学,,50936,西南交通大学,SWJTU
www.icourse163.org,1001591003,食物营养与食品安全,,64684,中南大学,CSU
www.icourse163.org,1001616012,程序猿与攻城狮,,62887,南京大学,NJU
www.icourse163.org,1001598002,艺术导论,,28340,西安交通大学,XJTU
www.icourse163.org,1002081008,医学免疫学,,12310,南昌大学,NCU
www.icourse163.org,1001669001,成功心理与人才发展,,41450,哈尔滨工业大学,HIT
www.icourse163.org,1001553012,英语教学与互联网,,44471,爱课程,icourse
www.icourse163.org,1001701011,外国文学史（一）,,48176,浙江工商大学,HZIC
www.icourse163.org,1002127001,大学计算机--Python算法实践,,18017,东北大学,NEU
www.icourse163.org,1002547003,通用学术英语,,6245,北京科技大学,USTB
www.icourse163.org,1001936008,有机化学,,22188,华中科技大学,HUST
www.icourse163.org,1001773023,诺奖作家英文作品赏析,,18380,哈尔滨工业大学,HIT
www.icourse163.org,409003,中华名相之管仲管理思想,,103144,西南交通大学,SWJTU
www.icourse163.org,1002598057,计算机网络自学笔记,,6221,杭州电子科技大学,HDU
www.icourse163.org,1001616001,微积分CAP,,43935,哈尔滨工业大学,HIT
www.icourse163.org,1001775006,实用大众线性代数(MATLAB版),,41398,西安电子科技大学,XIDIAN
www.icourse163.org,1002083024,跨文化交流,,14722,东北大学,NEU
www.icourse163.org,45006,计算机图形学,,39465,中国农业大学,CAU
www.icourse163.org,46016,大学计算机,,60080,西安交通大学,XJTU
www.icourse163.org,1002599066,高等数学习题课（1）,,6121,山东大学,SDU
www.icourse163.org,1002083019,人体骨与关节解剖学,,14302,宁波大学,NBU
www.icourse163.org,1001646001,组织行为学,,49595,中南财经政法大学,ZNUEDU
www.icourse163.org,1001862005,C编程方法学,,13731,武汉理工大学,WHUT
www.icourse163.org,1002530025,服装流行分析与预测,,6085,浙江理工大学,ZSTU
www.icourse163.org,1002089009,数值分析,,15591,东北大学,NEU
www.icourse163.org,1002332004,高级财务会计,,12388,江西财经大学,JXUFE
www.icourse163.org,46010,生殖健康——“性”福学堂,,126259,四川大学,SCU
www.icourse163.org,1002145003,ACCA财务管理F9,,13373,西安交通大学,XJTU
www.icourse163.org,1001626011,药物分析,,29009,中国药科大学,CPU
www.icourse163.org,1001665002,工科数学分析（二）,,13345,北京航空航天大学,BUAA
www.icourse163.org,46018,自动控制原理,,14517,西安交通大学,XJTU
www.icourse163.org,1002305003,微软人工智能 - 概览,,25451,微软,MSRA
www.icourse163.org,1002536014,机械制图,,5856,哈尔滨工程大学,HRBEU
www.icourse163.org,1002080009,口腔探密,,9286,南昌大学,NCU
www.icourse163.org,234014,数字逻辑设计及应用,,34192,电子科技大学,UESTC
www.icourse163.org,1002417002,班主任的沟通艺术,,5819,爱课程,icourse
www.icourse163.org,1001672006,网络与新媒体应用模式,,37953,华中科技大学,HUST
www.icourse163.org,1002535018,世界三大宗教与艺术,,5796,华中师范大学,CCNU
www.icourse163.org,1002526010,画法几何及机械制图,,5780,东北大学,NEU
www.icourse163.org,1002008002,微积分（四）,,15050,电子科技大学,UESTC
www.icourse163.org,1001755037,计算机网络基础及应用,,13001,南京理工大学,NJUST
www.icourse163.org,335001,大学物理力学篇（通识类）,,34648,西安交通大学,XJTU
www.icourse163.org,1001766012,嵌入式系统与实验,,30493,厦门大学,XMU
www.icourse163.org,1001554013,游戏化教学法,,32826,爱课程,icourse
www.icourse163.org,1001591002,中国近现代史纲要,,41241,中南大学,CSU
www.icourse163.org,1002547002,线性代数及其应用,,6083,天津大学,TJU
www.icourse163.org,1002525012,管理学原理,,6083,西南交通大学,SWJTU
www.icourse163.org,1001743002,植物学,,25581,西北大学,NWU
www.icourse163.org,1002105006,数字电子技术基础,,14334,北京交通大学,NJTU
www.icourse163.org,1002528006,物理化学（上）,,6072,天津大学,TJU
www.icourse163.org,1001570004,药物化学,,32697,中国药科大学,CPU
www.icourse163.org,1002085005,分子生物学,,6059,西安交通大学,XJTU
www.icourse163.org,1001764007,细胞生物学,,30157,厦门大学,XMU
www.icourse163.org,1001752282,《论语》教育智慧品绎,,33133,华南师范大学,scnu
www.icourse163.org,1001638003,复变函数与积分变换,,52124,东北大学,NEU
www.icourse163.org,1002042002,外经贸英语函电,,7314,福建农林大学,FAFU
www.icourse163.org,1001700016,经典导读与欣赏,,45350,西南大学,SWU
www.icourse163.org,1002038001,现代仪器分析,,8404,福建农林大学,FAFU
www.icourse163.org,1001603003,数字营销：走进智慧的品牌,,70639,暨南大学,JNU
www.icourse163.org,1001772002,“互联网+”时代的颠覆与创新,,61936,湖南大学,HNU
www.icourse163.org,1002603040,有机化学,,5988,北京化工大学,BUCT
www.icourse163.org,1002527005,学习工程与管理,,5971,北京大学,PKU
www.icourse163.org,1001931010,品牌管理,,14245,福州大学,FZU
www.icourse163.org,1002327019,创新管理,,14655,浙江大学,ZJU
www.icourse163.org,1002012029,教学论,,5724,北京师范大学,BNU
www.icourse163.org,1001516005,材料力学,,44516,哈尔滨工业大学,HIT
www.icourse163.org,195001,护理学基础（上篇）,,47952,山东大学,SDU
www.icourse163.org,1002598041,初级汉语语法,,5688,北京语言大学,BLCU
www.icourse163.org,1001907006,数字电子技术,,37520,中南大学,CSU
www.icourse163.org,88008,风景园林景观规划原理,,55969,同济大学,TONGJI
www.icourse163.org,493001,C#程序设计,,35996,西北工业大学,NWPU
www.icourse163.org,1002039003,生活中的货币时间价值,,33452,暨南大学,JNU
www.icourse163.org,396003,大学计算机——医学计算基础,,14643,第四军医大学,FMMU
www.icourse163.org,1001988002,电工技术（电工学 上）,,16955,大连理工大学,DLUT
www.icourse163.org,1002597040,中级财务会计（三）,,5618,哈尔滨工业大学,HIT
www.icourse163.org,1001962014,“互联网+”时代教师个人知识管理,,16384,爱课程,icourse
www.icourse163.org,1001765002,艺术教育,,20403,保定学院,BDU
www.icourse163.org,1001700025,建筑设计空间基础认知,,17380,哈尔滨工业大学,HIT
www.icourse163.org,1001945006,概率论与数理统计,,29275,山东大学,SDU
www.icourse163.org,292001,管理沟通,,102525,华北电力大学,NUEPU
www.icourse163.org,1001515006,中国传统艺术——篆刻、书法、水墨画体验与欣赏,,65576,哈尔滨工业大学,HIT
www.icourse163.org,1002146006,行政职业能力提升,,13285,暨南大学,JNU
www.icourse163.org,1002248007,电子技术（电工学 下）,,12224,大连理工大学,DLUT
www.icourse163.org,1001959005,现代控制理论基础,,9389,西北工业大学,NWPU
www.icourse163.org,1002339007,中国衣裳——传统服装文化,,16336,西南交通大学,SWJTU
www.icourse163.org,1002146002,企业战略管理,,13766,四川大学,SCU
www.icourse163.org,1002005005,创业之路——带你玩转商业模式,,32655,广东技术师范学院,GDIA
www.icourse163.org,1001578001,数据库系统（下）：管理与技术,,36475,哈尔滨工业大学,HIT
www.icourse163.org,1002536013,速成汉语语法课堂,,5497,北京语言大学,BLCU
www.icourse163.org,1002535024,工程热力学,,5488,上海交通大学,SJTU
www.icourse163.org,1002603083,高等数学习题课（2）,,5486,山东大学,SDU
www.icourse163.org,1002246015,嵌入式系统原理及应用,,12503,哈尔滨工业大学,HIT
www.icourse163.org,1002199013,科技英语语法,,5483,西安电子科技大学,XIDIAN
www.icourse163.org,1001965012,人人学点营销学,,42381,中南财经政法大学,ZNUEDU
www.icourse163.org,1002190001,走近中华优秀传统文化,,15160,南京大学,NJU
www.icourse163.org,20018,微电子电路基础,,13798,北京理工大学,BIT
www.icourse163.org,1002575003,文献检索,,5421,华东理工大学,ECUST
www.icourse163.org,1001907003,软件测试与质量,,10822,华中科技大学,HUST
www.icourse163.org,251001,信息安全概论,,34591,中国农业大学,CAU
www.icourse163.org,1002123005,高级语言程序设计,,11095,东北大学,NEU
www.icourse163.org,1002106007,概率论与数理统计,,14478,西安交通大学,XJTU
www.icourse163.org,1002451001,电子技术综合实践,,5358,华东师范大学,ECNU
www.icourse163.org,1002711005,东方电影,,5352,武汉大学,WHU
www.icourse163.org,1001959013,中国十大传统名曲赏析,,26027,电子科技大学,UESTC
www.icourse163.org,21004,航天器控制原理,,16181,西北工业大学,NWPU
www.icourse163.org,1002249011,计算机组成原理,,13395,东北大学,NEU
www.icourse163.org,1002010027,模拟电子技术基础,,24061,国防科技大学,NUDT
www.icourse163.org,1002056024,微机原理与接口技术,,11635,吉林大学,JLU
www.icourse163.org,1001757009,现代工程制图（上）,,47346,大连理工大学,DLUT
www.icourse163.org,88007,风景园林景观规划设计基本原理,,67588,同济大学,TONGJI
www.icourse163.org,1002330003,设计之美,,20174,哈尔滨工业大学,HIT
www.icourse163.org,1002527019,营商的法律智慧：商法,,5286,暨南大学,JNU
www.icourse163.org,1001630001,无机化学（上）,,33877,大连理工大学,DLUT
www.icourse163.org,1001911003,3D打印技术及应用,,19683,西北工业大学,NWPU
www.icourse163.org,68001,力学(上),,16055,吉林大学,JLU
www.icourse163.org,298007,软件工程专业导论,,43364,哈尔滨工业大学,HIT
www.icourse163.org,1002203008,公司理财,,12223,华中农业大学,HZAU
www.icourse163.org,1001756011,线性代数习题选讲,,12806,北京理工大学,BIT
www.icourse163.org,1002587001,人文地理学,,5201,华东师范大学,ECNU
www.icourse163.org,1002535026,中国智慧,,5198,华东师范大学,ECNU
www.icourse163.org,1001979006,高等数学典型例题与解法（二）,,16851,国防科技大学,NUDT
www.icourse163.org,21005,流行病学基础（一）,,48546,北京大学,PKU
www.icourse163.org,1002533010,中药学,,15495,成都中医药大学,CDUTCM
www.icourse163.org,1002083018,社会调查与统计分析,,10812,大连理工大学,DLUT
www.icourse163.org,1001696001,外国文学经典选读与现实观照,,38498,电子科技大学,UESTC
www.icourse163.org,17001,机械设计,,56217,西北工业大学,NWPU
www.icourse163.org,1002027019,匠心与创新——家具行业创新创业,,5713,福建农林大学,FAFU
www.icourse163.org,1001754371,马克思主义基本原理概论,,12356,南京航空航天大学,NUAA
www.icourse163.org,1002327013,国际金融,,14740,江西财经大学,JXUFE
www.icourse163.org,1001964032,计算机系统基础（二）：程序的执行和存储访问,,21688,南京大学,NJU
www.icourse163.org,1002012023,城市生态规划,,5080,北京师范大学,BNU
www.icourse163.org,1001916001,生活药学,,6219,福建师范大学,FJNU
www.icourse163.org,1001936007,VB.NET程序设计,,16952,华中科技大学,HUST
www.icourse163.org,1001614001,化学与社会CAP,,9928,大连理工大学,DLUT
www.icourse163.org,1002528016,教学设计原理与方法,,5055,华南师范大学,scnu
www.icourse163.org,1002047009,汇编语言程序设计,,17362,电子科技大学,UESTC
www.icourse163.org,199002,国际贸易学,,71877,山东大学,SDU
www.icourse163.org,21017,女性学：女性精神在现代社会中的挑战,,88351,四川大学,SCU
www.icourse163.org,1001752349,普通天文学,,6907,南京大学,NJU
www.icourse163.org,1001770002,电气控制实践训练,,32077,厦门大学,XMU
www.icourse163.org,1001985002,科学计算与数学建模,,18316,中南大学,CSU
www.icourse163.org,1001988001,财政学,,30657,中南财经政法大学,ZNUEDU
www.icourse163.org,1001622002,天文探秘,,58118,南京大学,NJU
www.icourse163.org,1001741023,魅力汉语,,38238,华中农业大学,HZAU
www.icourse163.org,1002529016,基础微积分,,4952,中国科学技术大学,USTC
www.icourse163.org,1002419002,教师课堂教学技能的自我提升,,4951,爱课程,icourse
www.icourse163.org,1002693006,思想道德修养与法律基础,,4931,河北科技大学,HEBUST
www.icourse163.org,387002,无机化学（上）,,16443,天津大学,TJU
www.icourse163.org,1001759008,生命科学基础,,8702,北京理工大学,BIT
www.icourse163.org,1001909005,大学生科技创新课程之“互联网+”创新创业大赛,,19493,西南交通大学,SWJTU
www.icourse163.org,1002532004,计算机系统基础(三)：异常、中断和输入/输出,,4905,南京大学,NJU
www.icourse163.org,1001691001,分析化学（一）：化学分析,,18656,湖南大学,HNU
www.icourse163.org,1002146005,刑事出庭技能实训,,4885,西南财经大学,SWUFE
www.icourse163.org,1002355002,C君带你玩编程,,4864,昆明理工大学,KMUST
